t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error
140,0,9.632369,0.000000,0.000000,0,0,22.577989,1,4180385.3276,851768.9615,4726090.8529,4180382.3973,851769.7788,4726093.0114,6.6916
141,0,10.023507,0.000000,0.000000,0,0,22.577989,1,4180385.5309,851768.3920,4726092.6220,4180381.6672,851769.6300,4726093.6796,10.2207
142,0,7.259931,0.000000,0.000000,0,0,22.577989,1,4180384.5382,851767.8243,4726094.1078,4180380.9370,851769.4813,4726094.3477,6.2600
143,0,16.327354,0.000000,0.000000,0,0,22.577989,1,4180382.1645,851766.5659,4726096.3047,4180380.2069,851769.3325,4726095.0158,14.8271
144,0,16.550162,0.000000,0.000000,0,0,22.577989,1,4180380.1116,851768.3468,4726098.3419,4180379.4768,851769.1837,4726095.6840,14.7298
145,0,26.042700,0.000000,0.000000,0,0,22.577989,1,4180378.7239,851767.5777,4726095.8904,4180378.7466,851769.0349,4726096.3521,23.2578
146,0,17.779996,0.000000,0.000000,0,0,22.577989,1,4180377.8180,851766.1701,4726098.7369,4180378.0165,851768.8862,4726097.0202,18.0041
147,0,30.969104,0.000000,0.000000,0,0,22.577989,1,4180375.4575,851766.4548,4726095.6580,4180377.2864,851768.7374,4726097.6884,29.0943
148,0,9.433119,0.000000,0.000000,0,0,22.577989,1,4180374.4972,851767.8739,4726095.8961,4180376.5562,851768.5886,4726098.3565,8.3455
149,0,6.895487,0.000000,0.000000,0,0,22.577989,1,4180373.1483,851767.4774,4726097.2749,4180375.8261,851768.4399,4726099.0247,6.1694
150,1,20.539669,0.000000,0.000000,0,0,22.577989,1,4180373.4634,851767.3207,4726095.3500,4180375.0960,851768.2911,4726099.6928,21.4547
151,1,28.835717,0.000000,0.000000,0,0,22.577989,1,4180373.1632,851768.2796,4726099.4647,4180374.3658,851768.1423,4726100.3609,24.0040
152,1,5.198266,0.000000,0.000000,0,0,22.577989,1,4180372.7051,851768.3831,4726099.5245,4180373.6357,851767.9936,4726101.0291,5.7084
153,1,13.060985,0.000000,0.000000,0,0,22.577989,1,4180372.7680,851769.9268,4726099.0108,4180372.9055,851767.8448,4726101.6972,14.1645
154,1,8.859698,0.000000,0.000000,0,0,22.577989,1,4180372.1397,851768.6887,4726098.9997,4180372.1754,851767.6960,4726102.3653,8.8835
155,1,5.339891,0.000000,0.000000,0,0,22.577989,1,4180371.2535,851768.9529,4726098.8436,4180371.4453,851767.5473,4726103.0335,9.0094
156,1,10.981146,0.000000,0.000000,0,0,22.577989,1,4180370.2790,851769.9717,4726100.5623,4180370.7151,851767.3985,4726103.7016,8.7633
157,1,4.278480,0.000000,0.000000,0,0,22.577989,1,4180370.2491,851769.9592,4726101.2829,4180369.9850,851767.2497,4726104.3698,4.5281
158,1,3.625708,0.000000,0.000000,0,0,22.577989,1,4180369.8943,851770.0244,4726102.2620,4180369.2549,851767.1010,4726105.0379,3.3813
159,1,13.218031,0.000000,0.000000,0,0,22.577989,1,4180370.0608,851769.5671,4726104.4418,4180368.5247,851766.9522,4726105.7060,10.5447
160,1,6.019927,0.000000,0.000000,0,0,22.577989,1,4180369.1998,851769.7907,4726104.3940,4180367.7946,851766.8034,4726106.3742,7.8818
161,1,17.514669,0.000000,0.000000,0,0,22.577989,1,4180367.7980,851768.2085,4726106.9271,4180367.0644,851766.6547,4726107.0423,13.9277
162,1,6.546718,0.000000,0.000000,0,0,22.577989,1,4180367.4458,851768.0211,4726108.5415,4180366.3343,851766.5059,4726107.7104,6.8663
163,1,8.382442,0.000000,0.000000,0,0,22.577989,1,4180365.8095,851767.7284,4726108.5618,4180365.6042,851766.3571,4726108.3786,6.7859
164,1,13.753056,0.000000,0.000000,0,0,22.577989,1,4180363.2977,851767.1065,4726108.1247,4180364.8740,851766.2083,4726109.0467,13.1924
165,1,11.599821,0.000000,0.000000,0,0,22.577989,1,4180364.0159,851766.0827,4726108.0984,4180364.1439,851766.0596,4726109.7148,10.4290
166,1,13.128213,0.000000,0.000000,0,0,22.577989,1,4180364.1915,851765.8307,4726107.1551,4180363.4138,851765.9108,4726110.3830,14.5931
167,1,21.099733,0.000000,0.000000,0,0,22.577989,1,4180363.5812,851764.9077,4726110.4313,4180362.6836,851765.7620,4726111.0511,17.8760
168,1,28.437644,0.000000,0.000000,0,0,22.577989,1,4180361.7596,851764.0806,4726107.5271,4180361.9535,851765.6133,4726111.7192,28.8969
169,1,12.159512,0.000000,0.000000,0,0,22.577989,1,4180360.3979,851765.7624,4726108.4036,4180361.2233,851765.4645,4726112.3874,10.2615
170,1,4.326113,0.000000,0.000000,0,0,22.577989,1,4180358.8370,851765.8096,4726109.0526,4180360.4932,851765.3157,4726113.0555,5.9798
171,1,27.632885,0.000000,0.000000,0,0,22.577989,1,4180358.2200,851767.8810,4726112.8270,4180359.7631,851765.1670,4726113.7236,24.1894
172,1,14.241415,0.000000,0.000000,0,0,22.577989,1,4180359.1272,851768.9645,4726112.4269,4180359.0329,851765.0182,4726114.3918,15.1196
173,1,11.794315,0.000000,0.000000,0,0,22.577989,1,4180356.5857,851769.0528,4726113.8753,4180358.3028,851764.8694,4726115.0599,11.4448
174,1,10.097409,0.000000,0.000000,0,0,22.577989,1,4180356.0776,851768.2906,4726115.7066,4180357.5726,851764.7207,4726115.7281,7.3384
175,1,7.079193,0.000000,0.000000,0,0,22.577989,1,4180356.0442,851767.9161,4726117.1472,4180356.8425,851764.5719,4726116.3962,5.9047
176,1,14.393595,0.000000,0.000000,0,0,22.577989,1,4180355.2385,851766.9600,4726119.7460,4180356.1124,851764.4231,4726117.0643,14.4144
177,1,8.386090,0.000000,0.000000,0,0,22.577989,1,4180354.4017,851768.2635,4726121.1874,4180355.3822,851764.2744,4726117.7325,12.1925
178,1,9.107451,0.000000,0.000000,0,0,22.577989,1,4180353.8675,851768.6076,4726121.0158,4180354.6521,851764.1256,4726118.4006,7.6678
179,1,7.116606,0.000000,0.000000,0,0,22.577989,1,4180353.0836,851767.5279,4726121.5488,4180353.9219,851763.9768,4726119.0687,2.0208
